first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,owns_car
Osbourn,Gherardini,Male,43,01-05-1987,,,High Net Worth,Yes
Lissa,Gawn,Female,86,21-09-1962,Legal Assistant,Health,Mass Customer,Yes
Leisha,McConway,Female,3,31-10-1975,Payment Adjustment Coordinator,Financial Services,Mass Customer,Yes
Kearney,Cuddehy,Male,88,18-05-1997,Marketing Assistant,Retail,Mass Customer,No
Shellysheldon,Bichard,Male,96,06-01-1954,Desktop Support Technician,Financial Services,Mass Customer,Yes
Reinhard,Oscroft,Male,23,18-03-1950,Pharmacist,Health,High Net Worth,No
Menard,Venmore,Male,97,04-04-1978,Assistant Professor,Retail,High Net Worth,No
Andree,Breeds,Female,31,19-10-1954,Senior Editor,Financial Services,Affluent Customer,Yes
Kata,Harrop,Female,70,04-05-1950,,Retail,Affluent Customer,Yes
Pierrette,Gummie,Female,18,04-08-1966,Statistician II,Retail,Affluent Customer,No
Nady,Withinshaw,Female,96,17-02-1968,Database Administrator III,,High Net Worth,No
Demott,Mullaly,Male,42,15-12-1982,Help Desk Operator,Property,Mass Customer,No
Wendye,Kleinplatz,Female,48,28-05-1996,Executive Secretary,Manufacturing,Affluent Customer,No
Irvin,Bevans,Male,82,12-07-1962,Payment Adjustment Coordinator,Manufacturing,Mass Customer,No
Madella,Marquiss,Female,51,08-10-1976,VP Marketing,,Affluent Customer,No
Austine,Speedy,Female,38,23-05-1940,Software Engineer II,Argiculture,High Net Worth,Yes
Wolf,Craft,Male,93,19-07-1995,Database Administrator III,Retail,Affluent Customer,Yes
Aldin,Newsome,Male,24,06-07-1981,Financial Analyst,Financial Services,Mass Customer,No
Sindee,Jasik,Female,18,21-10-1942,Social Worker,Health,Mass Customer,Yes
Truman,Arlett,Male,58,25-06-1958,Technical Writer,Manufacturing,High Net Worth,Yes
Gordon,Rewan,Male,42,07-01-1988,Chief Design Engineer,,Mass Customer,No
Israel,Brough,Male,29,29-10-1976,,,Mass Customer,Yes
Leticia,Hovenden,Female,98,03-04-1997,Mechanical Systems Engineer,Retail,Mass Customer,Yes
Caritta,Compston,Female,86,25-04-1958,Geological Engineer,Manufacturing,Mass Customer,Yes
Annabelle,Hanwell,Female,11,28-11-1951,Professor,Manufacturing,High Net Worth,Yes
Darryl,Hovee,Female,2,28-04-1944,Professor,Financial Services,Mass Customer,Yes
Orly,Nesbitt,Female,6,25-03-1985,Analyst Programmer,Manufacturing,High Net Worth,Yes
Margette,Gibard,Female,34,06-07-1942,,Manufacturing,Affluent Customer,Yes
Nicol,Bertot,Female,25,11-09-1977,Financial Advisor,Financial Services,Affluent Customer,Yes
Nobe,Trowsdale,Male,12,12-07-1968,Community Outreach Specialist,Financial Services,Mass Customer,No
Stephen,Tittershill,Male,73,21-12-1991,Nurse Practicioner,Financial Services,High Net Worth,No
Giselbert,Pickring,Male,94,28-07-1959,Tax Accountant,Manufacturing,Affluent Customer,Yes
Shane,Diss,Female,50,29-10-1980,,Financial Services,High Net Worth,Yes
Lisette,Davers,Female,59,26-10-1940,Developer III,Health,High Net Worth,No
Chicky,Sinclar,U,43,,Operator,IT,High Net Worth,Yes
Kippar,Whyatt,Male,13,21-01-1960,,Property,Mass Customer,No
Xenia,Maleck,Female,41,14-02-1960,VP Product Management,Telecommunications,Mass Customer,No
Essie,Withur,Female,42,26-02-1941,Director of Sales,Financial Services,High Net Worth,No
Cecil,Gant,Male,52,16-07-1976,,,High Net Worth,Yes
Lillis,Eshmade,Female,50,12-10-1974,Structural Analysis Engineer,Financial Services,Mass Customer,Yes
Ted,Izacenko,Male,3,01-08-1959,Librarian,Entertainment,High Net Worth,No
Nixie,Shoesmith,Female,45,04-12-1956,Junior Executive,Retail,Affluent Customer,No
Briana,Trill,Female,5,18-03-1944,Health Coach III,Health,High Net Worth,No
Cobbie,Bruyett,Male,20,19-03-1956,Associate Professor,,Mass Customer,Yes
Wrennie,Dwelly,Female,23,11-03-1940,Operator,Manufacturing,Mass Customer,No
Sibylla,Kibble,Female,73,05-08-1962,Pharmacist,Health,High Net Worth,No
Kariotta,Naper,Female,8,07-04-1952,VP Sales,Health,Mass Customer,No
Wylie,Huntingdon,Male,99,11-08-1966,VP Quality Control,Financial Services,Mass Customer,No
Lizbeth,Garvan,Female,36,06-09-1996,Structural Analysis Engineer,Health,Mass Customer,No
Averil,Ackery,Male,93,09-09-1970,Sales Representative,Retail,Mass Customer,Yes
Myrtie,Ostrich,Female,70,18-06-1996,VP Quality Control,Property,Affluent Customer,Yes
Ross,Vidgen,Male,17,28-12-1947,VP Sales,Retail,Affluent Customer,No
Sibby,Skinner,Female,25,05-05-1981,Accountant IV,Manufacturing,Mass Customer,Yes
Selle,Casper,Female,98,27-03-1978,Social Worker,Health,Mass Customer,Yes
Andrew,Froment,Male,58,19-07-1977,Office Assistant IV,Retail,High Net Worth,No
Maurizia,Ritmeyer,Female,95,09-04-1980,Teacher,Entertainment,Mass Customer,Yes
Keenan,Moriarty,Male,67,23-12-1994,Actuary,Financial Services,Mass Customer,Yes
Davide,Senten,Male,22,23-02-1941,Accounting Assistant II,Manufacturing,Mass Customer,No
Renie,Fiveash,Female,92,10-10-1992,Occupational Therapist,Health,High Net Worth,No
Willard,Booton,Male,69,02-09-1938,,Health,High Net Worth,Yes
Debby,Balmadier,Female,53,24-06-1992,Administrative Assistant II,Financial Services,Affluent Customer,Yes
Rockie,MacKibbon,Male,42,20-04-1978,,,Mass Customer,Yes
Harvey,Dwelley,Male,70,30-08-1973,Help Desk Technician,Financial Services,Affluent Customer,No
Patrice,Pariss,Male,96,15-06-1954,VP Accounting,Financial Services,Mass Customer,No
Arman,Yakubov,Male,68,07-10-1977,VP Quality Control,Property,High Net Worth,Yes
Gardiner,Gypps,Male,91,01-06-1991,VP Product Management,Retail,Mass Customer,Yes
Cathleen,Le Teve,Female,75,06-11-1950,Recruiting Manager,,High Net Worth,No
Thaddus,Joder,Male,31,10-12-1957,,Manufacturing,Mass Customer,No
Josepha,Clamp,Female,12,03-11-1961,Marketing Manager,,High Net Worth,No
Jillane,Simion,Female,8,03-07-1974,VP Marketing,Manufacturing,High Net Worth,No
Lynnell,Shoesmith,Female,44,29-01-1981,Occupational Therapist,Health,High Net Worth,Yes
Mandie,MacAdie,Female,39,25-12-1974,Chief Design Engineer,Telecommunications,High Net Worth,No
Ferdinand,Billie,Male,97,04-09-1965,Chemical Engineer,Manufacturing,Mass Customer,No
Suzy,Bussens,Female,44,29-04-1973,,Financial Services,Mass Customer,No
Emeline,Vezey,Female,37,07-08-1953,Dental Hygienist,Health,Affluent Customer,Yes
Cissiee,Baylis,Female,99,22-07-1951,Cost Accountant,Financial Services,High Net Worth,No
Roldan,Raybould,Male,27,18-11-1975,Actuary,Financial Services,Mass Customer,No
Barth,Weare,Male,18,22-08-1946,Clinical Specialist,Health,Mass Customer,Yes
Alta,Pithcock,Female,64,18-11-1999,GIS Technical Architect,Financial Services,Mass Customer,No
Marc,Keunemann,Male,57,04-09-1972,Dental Hygienist,Health,Affluent Customer,Yes
Bertine,Smalles,Female,85,10-12-1983,VP Quality Control,Financial Services,Mass Customer,Yes
Wilbert,O'Loughnan,Male,14,18-05-1983,Paralegal,Financial Services,Mass Customer,Yes
Seymour,Fellibrand,Male,28,11-10-1971,Structural Analysis Engineer,,Affluent Customer,Yes
Miran,Runchman,Female,47,09-07-1975,Nurse,Retail,Mass Customer,No
Dorotea,Fenwick,Female,74,12-10-1950,Nurse,Financial Services,High Net Worth,No
Jenny,Massy,Female,82,16-10-1963,Project Manager,Telecommunications,Mass Customer,Yes
Hyman,Petrolli,Male,8,09-09-1965,Senior Sales Associate,,Affluent Customer,Yes
Beatrix,McGivena,Female,26,18-10-1966,Assistant Manager,Health,Mass Customer,Yes
Nalani,Hallad,Female,15,30-11-1999,Environmental Specialist,Health,Affluent Customer,Yes
Inglebert,Butland,Male,71,30-01-1966,Actuary,Financial Services,Mass Customer,Yes
Brendis,Pineaux,Male,12,15-01-1978,Mechanical Systems Engineer,Manufacturing,Mass Customer,No
Jaimie,Lancastle,Male,71,23-10-1972,VP Marketing,,Mass Customer,Yes
Glendon,Malham,Male,36,21-08-1965,Web Designer I,Manufacturing,Mass Customer,No
Morganica,Bentke,Female,40,03-01-1977,Marketing Assistant,IT,Affluent Customer,Yes
Calida,Schaben,Female,54,06-03-1969,Recruiting Manager,,Mass Customer,Yes
Hallsy,Voysey,Male,83,11-03-1970,Business Systems Development Analyst,,Mass Customer,No
Lanny,Currall,Male,37,23-10-1997,Developer IV,,High Net Worth,Yes
Son,Varney,Male,75,02-11-1993,Analog Circuit Design manager,Property,Mass Customer,Yes
Bartram,Caltun,Male,28,15-09-1956,Internal Auditor,Health,Affluent Customer,Yes
Halette,Borsi,Female,60,10-12-1961,Research Nurse,Health,Affluent Customer,Yes
Killie,Densie,Male,87,28-03-1997,Environmental Tech,IT,Mass Customer,Yes
Mandi,Adamsson,Female,40,07-04-1992,Programmer Analyst I,Manufacturing,Mass Customer,Yes
Kylila,Basezzi,Female,94,11-06-1945,Assistant Manager,,Mass Customer,Yes
Yardley,Matten,Male,35,06-03-1991,Junior Executive,Financial Services,Mass Customer,No
Shepperd,Leonards,Male,17,14-04-1981,Chemical Engineer,Manufacturing,Mass Customer,Yes
Hamel,Curzey,Male,11,04-04-1990,Structural Engineer,,Mass Customer,Yes
Fancie,Woofendell,Female,68,17-09-1966,Research Nurse,Health,Mass Customer,Yes
Zebulen,Emtage,Male,52,01-09-1963,Senior Developer,,High Net Worth,Yes
Micheil,Fleote,Male,48,20-09-1975,Civil Engineer,Manufacturing,High Net Worth,No
Cecily,Faircley,Female,42,12-06-1947,Accountant IV,IT,Affluent Customer,Yes
Glory,Chilcott,Female,49,09-09-1939,,Telecommunications,High Net Worth,No
Sinclair,Wark,Male,68,21-02-1974,Financial Analyst,Financial Services,Mass Customer,Yes
Tomaso,Horsley,Male,97,16-04-2001,Junior Executive,Financial Services,Mass Customer,Yes
Gilli,Christophers,Female,70,02-03-1948,Database Administrator IV,Property,Affluent Customer,Yes
Errick,Burgin,Male,87,19-08-1998,Professor,Entertainment,Mass Customer,No
Damian,Renard,Male,43,19-07-1976,Software Consultant,Retail,Affluent Customer,No
Agnola,Batterson,Female,86,03-01-1980,Physical Therapy Assistant,Financial Services,Mass Customer,No
Riki,Wandtke,Female,25,12-05-1962,Librarian,Entertainment,Mass Customer,Yes
Mikol,Eck,Male,99,25-07-1975,VP Marketing,Financial Services,Mass Customer,Yes
Phyllis,Wibberley,Female,7,10-01-1971,Web Designer IV,Retail,Affluent Customer,No
Burt,Vasechkin,Male,33,15-04-1950,Senior Sales Associate,Retail,Mass Customer,Yes
Adriana,Saundercock,U,20,,Nurse,IT,High Net Worth,Yes
Trudie,Phinnessy,Female,45,04-07-1960,,Financial Services,Mass Customer,Yes
Frederigo,Cribbott,Male,35,15-03-1965,Social Worker,Health,Mass Customer,No
Glenda,Eliet,Female,87,17-06-1974,Quality Control Specialist,,Mass Customer,No
Darb,,Male,80,04-06-1969,Food Chemist,Health,Affluent Customer,No
Cal,Van den Velde,Male,22,18-03-1996,Senior Sales Associate,Financial Services,Affluent Customer,Yes
Stephani,Sidsaff,Female,32,29-09-1973,Senior Quality Engineer,Financial Services,Mass Customer,Yes
Meade,Bampton,Male,69,25-04-1982,Health Coach III,Health,High Net Worth,No
Flore,Cashen,Female,79,21-06-1978,,Health,High Net Worth,No
Leighton,Firbanks,Male,51,22-12-1973,Teacher,Retail,Affluent Customer,No
Petr,Westman,Male,5,02-11-1987,Nurse Practicioner,Property,Mass Customer,No
Yorgos,Dewhurst,Male,6,09-09-1950,Software Consultant,Argiculture,Affluent Customer,No
Simmonds,Bapty,Male,52,04-01-2002,Junior Executive,Financial Services,Affluent Customer,No
Hagen,MacCarter,Male,93,08-02-1983,,Entertainment,Affluent Customer,Yes
Cazzie,Stanwix,Male,37,01-10-1960,Research Assistant IV,Manufacturing,High Net Worth,Yes
Geoff,Gwillym,Male,89,22-02-1999,Clinical Specialist,Health,Affluent Customer,No
Simonette,,Female,4,06-04-1990,VP Product Management,Manufacturing,Affluent Customer,Yes
Deirdre,Sturgeon,Female,11,22-12-1965,VP Sales,Retail,Mass Customer,Yes
Andrea,Pendle,Female,86,05-08-1938,,,High Net Worth,Yes
Juliann,Siemantel,Female,86,15-12-1947,Librarian,Entertainment,Mass Customer,No
Janaye,Eade,Female,23,13-12-1984,Chief Design Engineer,Health,Affluent Customer,No
Dylan,Stranio,Male,47,02-04-1953,Project Manager,Manufacturing,High Net Worth,Yes
Mel,Rochford,Female,11,23-07-1989,Assistant Professor,Retail,Mass Customer,Yes
Elvin,Trayhorn,Male,46,02-06-1993,VP Accounting,Financial Services,High Net Worth,No
Dmitri,Viant,U,62,,Paralegal,Financial Services,Affluent Customer,No
Sonni,Milligan,Female,73,05-03-1988,Budget/Accounting Analyst III,Retail,Mass Customer,Yes
Kellina,Haygreen,Female,38,19-01-1966,Librarian,Entertainment,Affluent Customer,No
Yuma,Dennick,Male,40,10-11-1972,,Manufacturing,Mass Customer,Yes
Ashleigh,,Female,46,05-04-1996,Budget/Accounting Analyst III,,Mass Customer,Yes
Therese,Brotherhood,Female,30,28-07-1981,Food Chemist,Health,Mass Customer,No
Pansie,Beccero,Female,35,07-07-1964,Software Test Engineer I,Financial Services,Affluent Customer,Yes
Reinaldos,Simmig,Male,55,15-01-1955,Nurse Practicioner,Manufacturing,High Net Worth,No
Calhoun,Mussington,Male,98,13-10-1992,Dental Hygienist,Health,Mass Customer,No
Winn,Wells,Male,66,12-04-1994,Analyst Programmer,Manufacturing,Affluent Customer,No
Rafi,Brettelle,Male,89,12-08-1956,Operator,Health,High Net Worth,No
Fey,,Female,48,04-09-1957,Research Nurse,Health,High Net Worth,Yes
Verne,Loalday,Male,1,20-03-1982,Marketing Assistant,IT,High Net Worth,No
Eleonora,Wiszniewski,Female,49,23-04-1980,Financial Advisor,Financial Services,Affluent Customer,No
Fayre,Brannigan,Female,32,13-10-1992,Geological Engineer,Manufacturing,Mass Customer,Yes
Eachelle,Noirel,Female,93,26-01-1974,Registered Nurse,Health,Affluent Customer,Yes
Carl,Troyes,Male,4,12-03-1973,Associate Professor,Property,Mass Customer,No
Cordie,Brankley,Female,79,21-09-1954,Librarian,Entertainment,High Net Worth,No
Jackie,Pays,Male,21,09-11-1955,Developer I,Health,Mass Customer,No
Carroll,Schlagman,Female,61,25-08-1951,Clinical Specialist,Health,Affluent Customer,No
Frans,Idale,Male,1,03-10-1969,Nurse,Manufacturing,Mass Customer,No
Amara,Clow,Female,47,17-11-1966,Biostatistician IV,Financial Services,Mass Customer,Yes
Anthony,Morison,Male,7,08-06-1938,General Manager,Health,Mass Customer,No
Cherye,Stanfield,Female,0,05-07-1981,Environmental Tech,Manufacturing,Affluent Customer,No
Ansell,Tolhurst,Male,77,11-08-1949,Chemical Engineer,Manufacturing,Affluent Customer,No
Erminie,Rabidge,Female,64,09-03-1982,,Manufacturing,High Net Worth,No
Rosene,Beckey,Female,25,21-05-1974,Account Executive,Health,Mass Customer,Yes
Darlleen,Shalcras,Female,77,14-09-1980,Health Coach I,Health,Mass Customer,No
Bryon,Goundry,Male,79,05-02-1951,Marketing Manager,Manufacturing,Mass Customer,No
Sherwin,Minocchi,Male,71,13-07-1947,Project Manager,,Mass Customer,Yes
Luci,Dyter,Female,12,30-05-1952,Software Test Engineer I,Manufacturing,High Net Worth,No
Sloan,Pudney,Male,83,10-11-1964,Junior Executive,Financial Services,Affluent Customer,No
Otes,Elegood,Male,67,25-11-1940,Programmer III,Financial Services,High Net Worth,No
Davie,Blay,Male,94,19-12-1985,Financial Analyst,Financial Services,Mass Customer,No
Dorolice,Osmon,Female,46,15-01-1961,,Financial Services,Affluent Customer,No
Meade,McReedy,Female,94,23-11-1968,Safety Technician IV,Financial Services,Affluent Customer,Yes
Rikki,Chaffey,Male,69,11-06-1945,Chemical Engineer,Manufacturing,Mass Customer,No
Adria,Van den Velde,Female,39,10-07-1978,Nuclear Power Engineer,Manufacturing,Affluent Customer,Yes
Dmitri,,Male,72,06-02-1991,,Financial Services,High Net Worth,Yes
Maddalena,Hencke,Female,61,09-12-1952,Help Desk Operator,,High Net Worth,No
Rand,Winchcum,Male,34,10-04-2000,Software Consultant,,Affluent Customer,No
Rowen,Sollas,Male,38,23-04-1960,Dental Hygienist,Health,Mass Customer,No
Boothe,Hayselden,Male,42,18-05-1940,Computer Systems Analyst III,Health,Mass Customer,Yes
Noak,Sleany,Male,1,04-05-1965,Budget/Accounting Analyst I,Financial Services,Affluent Customer,No
Callean,Wass,Male,65,15-12-1988,GIS Technical Architect,Financial Services,Affluent Customer,No
Keelby,Sudlow,Male,96,01-09-1988,Marketing Assistant,Manufacturing,High Net Worth,No
Rodrique,Vernon,Male,70,06-08-1978,Budget/Accounting Analyst III,Manufacturing,Affluent Customer,No
Brod,Attrey,Male,46,05-11-1966,Budget/Accounting Analyst III,,Mass Customer,Yes
Manny,Mandy,Male,36,28-01-1977,Account Representative III,Argiculture,Mass Customer,No
Becky,Lassen,Female,11,11-05-1973,Sales Associate,Financial Services,Mass Customer,Yes
Tessa,Heakey,Female,43,31-05-1971,Senior Financial Analyst,Financial Services,Mass Customer,No
Herbert,Henryson,Male,21,10-10-1995,Marketing Manager,,Mass Customer,No
Cristie,Bence,Female,49,17-04-2000,Automation Specialist II,,High Net Worth,No
Renate,Whyte,Female,60,08-12-1963,Registered Nurse,Health,High Net Worth,Yes
Toma,Woolforde,Female,67,09-03-1992,Cost Accountant,Financial Services,Mass Customer,Yes
Dorie,Dunleavy,Female,24,05-05-1962,Registered Nurse,Health,Affluent Customer,No
Ellie,Toope,Female,29,11-08-1973,Staff Accountant III,Property,High Net Worth,Yes
Leonora,Swetenham,Female,66,05-10-1967,,IT,Mass Customer,Yes
Teodor,Mullinder,Male,56,26-08-1962,Nuclear Power Engineer,Manufacturing,High Net Worth,No
Jared,Fendlow,Male,79,25-08-1963,Media Manager II,Financial Services,Mass Customer,No
Porty,Hansed,U,88,,General Manager,IT,Mass Customer,No
Andy,Deeming,Male,79,09-01-1979,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,Yes
Monty,Thomazin,Male,7,16-09-1951,Quality Engineer,,Mass Customer,Yes
Briano,Janowski,Male,66,17-07-1994,Analyst Programmer,,Mass Customer,No
Ginger,,Male,94,19-02-1939,Human Resources Manager,,Mass Customer,No
Logan,Colomb,Male,74,01-01-1948,Recruiter,,Mass Customer,Yes
Nichols,Devinn,Male,47,29-09-1979,Recruiter,,Affluent Customer,No
Catha,Davitt,Female,79,16-04-1958,Environmental Specialist,Property,High Net Worth,Yes
Melosa,McOwan,Female,25,17-04-2001,Compensation Analyst,Financial Services,Mass Customer,No
Maris,Leete,Female,21,14-04-1973,Engineer IV,Retail,Mass Customer,No
Wilburt,Padden,Male,22,30-09-1994,Engineer I,Manufacturing,Mass Customer,No
Rosabelle,Godsmark,Female,60,19-10-1995,Executive Secretary,,Mass Customer,Yes
Guilbert,Bearns,Male,42,29-10-1982,Financial Analyst,Financial Services,Mass Customer,Yes
Meridith,Urwin,Female,62,07-03-1997,Registered Nurse,Health,High Net Worth,Yes
Leeland,,Male,66,24-01-1957,VP Quality Control,Telecommunications,High Net Worth,No
Gerta,Porrett,Female,46,13-11-1959,Registered Nurse,Health,High Net Worth,No
Karrah,Howell,Female,63,07-11-1956,Civil Engineer,Manufacturing,Mass Customer,No
Alick,Baise,Male,62,16-08-1998,Pharmacist,Health,Mass Customer,Yes
Casandra,Betteridge,Female,29,10-09-1942,Cost Accountant,Financial Services,Affluent Customer,Yes
Maurine,Clee,Female,45,13-09-1980,Automation Specialist II,Property,High Net Worth,Yes
Darwin,Bumpas,Male,24,27-12-1978,Junior Executive,Health,Affluent Customer,Yes
Hayes,Daveren,Male,32,27-03-1953,VP Quality Control,Manufacturing,Affluent Customer,Yes
Piper,Issacov,Female,67,08-11-1939,Human Resources Assistant III,Health,Affluent Customer,Yes
Markus,Pendrey,Male,88,01-08-1959,Clinical Specialist,Health,Affluent Customer,Yes
Sile,Zappel,Female,47,29-03-1958,Business Systems Development Analyst,IT,High Net Worth,No
Craggy,Happel,Male,37,10-02-1979,Marketing Manager,Manufacturing,High Net Worth,Yes
Egor,Mariette,Male,42,26-11-1980,Financial Advisor,Financial Services,Affluent Customer,No
Reinald,Bembrigg,Male,54,21-08-1953,Senior Financial Analyst,Financial Services,Affluent Customer,No
Kissie,Line,Female,2,20-05-2000,Environmental Tech,Manufacturing,Affluent Customer,Yes
Quentin,Gerleit,Female,32,15-09-1990,Associate Professor,Manufacturing,Mass Customer,No
Karoly,Burgoine,Male,57,06-04-1947,Account Representative IV,Health,High Net Worth,Yes
Clarine,Piecha,Female,99,07-12-1964,Dental Hygienist,Health,High Net Worth,No
Mycah,Beaston,Male,11,31-07-1961,Environmental Specialist,,High Net Worth,Yes
Clemmie,Bartoszewicz,Female,87,28-07-1958,Statistician IV,Financial Services,Mass Customer,No
Randall,Mason,Male,95,28-07-1974,Product Engineer,Health,Mass Customer,Yes
Donica,Humby,Female,47,01-06-1967,Senior Cost Accountant,Financial Services,Mass Customer,No
Lotty,Loach,Female,76,23-08-1961,Nurse,Health,High Net Worth,Yes
Marie-jeanne,Breawood,Female,37,12-10-1953,Clinical Specialist,Health,High Net Worth,No
Babara,Sissel,Female,50,08-06-1974,,IT,Mass Customer,Yes
Rodolphe,Glenton,Male,88,28-09-1974,Programmer Analyst II,Financial Services,Affluent Customer,No
Thorvald,Duckerin,Male,58,20-10-1995,Electrical Engineer,Manufacturing,Affluent Customer,Yes
Paulina,Iannuzzelli,Female,57,08-03-1956,Automation Specialist I,Manufacturing,Mass Customer,No
Ricki,Padefield,Male,43,03-08-1948,Automation Specialist III,Manufacturing,Affluent Customer,Yes
Lizette,McKeaveney,Female,30,11-04-1994,Assistant Manager,Health,High Net Worth,Yes
Muffin,Bhar,Male,44,07-04-1966,,,Affluent Customer,No
Jeno,Strafford,Male,67,21-07-1941,Tax Accountant,Financial Services,High Net Worth,No
Brigg,Himsworth,Male,63,10-10-1973,,Telecommunications,Mass Customer,Yes
Judi,Cazereau,Female,22,03-03-1997,GIS Technical Architect,,Affluent Customer,Yes
Shara,Bramhill,U,24,,,IT,Affluent Customer,No
Raleigh,Pont,Male,48,02-11-1964,Associate Professor,Entertainment,Mass Customer,No
Zachariah,Meininking,Male,40,09-06-1938,Cost Accountant,Financial Services,Affluent Customer,Yes
Lesley,Garey,Male,52,29-03-1994,Software Consultant,Telecommunications,Mass Customer,No
Adriena,Giffin,Female,27,17-03-1957,Analog Circuit Design manager,Argiculture,Affluent Customer,Yes
Antoinette,,Female,72,28-07-1980,Structural Analysis Engineer,Financial Services,Affluent Customer,No
Carr,Hopkynson,Male,64,18-10-1971,,Manufacturing,Affluent Customer,No
Shay,Briand,Male,57,05-10-1956,Project Manager,IT,Mass Customer,Yes
Karney,Burstow,Male,51,02-07-1972,Design Engineer,Property,Mass Customer,Yes
Latrena,Yetts,Female,11,18-06-1999,Civil Engineer,Manufacturing,High Net Worth,Yes
Jesse,Alflat,Male,31,01-09-1984,Executive Secretary,,High Net Worth,No
Kelcie,Kingaby,Female,54,24-03-2000,Systems Administrator II,IT,Mass Customer,Yes
Fabio,Commuzzo,Male,5,02-10-1961,Software Test Engineer II,Manufacturing,Mass Customer,No
Heall,Andrioli,Male,46,17-06-1941,Environmental Tech,IT,Affluent Customer,Yes
Rickert,Brasted,Male,47,18-09-1959,Staff Scientist,Health,Mass Customer,No
Hedwig,Jayme,Female,38,21-08-1952,Accountant IV,Property,Affluent Customer,No
Penrod,Tomasicchio,Male,5,28-05-1968,,Health,High Net Worth,No
Pancho,Edis,Male,1,30-12-1970,Assistant Professor,,Mass Customer,No
Andriana,Gosnoll,Female,53,19-05-1964,Chief Design Engineer,Manufacturing,Mass Customer,No
Nilson,Wiggam,Male,48,15-02-1996,Paralegal,Financial Services,Mass Customer,No
Denny,Spleving,Female,84,13-05-1973,Business Systems Development Analyst,Manufacturing,Affluent Customer,Yes
Roth,Crum,U,0,,Legal Assistant,IT,Mass Customer,No
Olia,O' Mullan,Female,77,24-03-1973,Account Executive,Health,Mass Customer,No
Conway,Juarez,Male,27,02-03-1967,Help Desk Technician,,Affluent Customer,No
Dru,Crellim,Female,57,04-03-1963,,,Mass Customer,No
Shaw,MacEvilly,Male,10,06-05-2000,Software Test Engineer III,Health,Affluent Customer,No
Brook,Eade,Female,65,17-11-1957,Sales Representative,Retail,Mass Customer,Yes
Aleece,Feige,Female,49,16-09-1975,,Manufacturing,Mass Customer,No
Dolorita,Strutton,Female,7,21-05-1991,General Manager,Manufacturing,Affluent Customer,No
Harman,A'field,Male,39,27-12-1960,Geologist III,Manufacturing,Affluent Customer,Yes
Hildegarde,Bamb,Female,16,10-02-1961,Help Desk Operator,,High Net Worth,Yes
Launce,Gale,Male,86,15-01-1939,,,Mass Customer,No
Ilise,Clissold,Female,58,16-11-1987,Developer IV,Entertainment,High Net Worth,No
Julita,Prene,Female,14,16-05-1979,Chemical Engineer,Manufacturing,High Net Worth,Yes
Ashlen,Willbond,Female,64,15-05-1984,Software Consultant,Health,High Net Worth,No
Keely,Bointon,Female,71,16-10-1988,Nurse,Telecommunications,High Net Worth,No
Poul,Gaskin,Male,78,15-06-1950,Help Desk Operator,Telecommunications,High Net Worth,No
Sheilakathryn,Huff,Female,45,15-05-1958,Assistant Manager,,High Net Worth,Yes
Rubia,Evetts,Female,59,21-12-1990,Pharmacist,Health,Mass Customer,No
Francklin,Cross,Male,51,06-04-1981,Teacher,Property,Mass Customer,Yes
Wilone,Champley,Female,22,06-11-1983,,Manufacturing,High Net Worth,No
Lezlie,Clemits,Female,2,30-05-1973,Senior Cost Accountant,Financial Services,Mass Customer,Yes
Kathe,Oller,Female,47,20-08-1959,General Manager,Manufacturing,Mass Customer,Yes
Dulce,Bradwell,Female,61,03-07-1957,Research Associate,Manufacturing,Mass Customer,No
Felice,Dechelette,Male,75,05-02-1998,Librarian,Entertainment,High Net Worth,No
Joane,Caldes,Female,84,17-03-1978,Senior Cost Accountant,Financial Services,High Net Worth,Yes
Diane,Furman,Female,67,11-08-1993,,Manufacturing,Affluent Customer,Yes
Ogdan,Blenkinship,Male,65,18-01-1951,Occupational Therapist,Health,Mass Customer,Yes
Kizzee,Agget,Female,98,25-07-1976,Statistician II,Manufacturing,Affluent Customer,No
Stephi,Highton,Female,30,09-09-1987,Software Engineer I,Telecommunications,Mass Customer,Yes
Martino,Scoles,Male,18,19-01-1975,Senior Financial Analyst,Financial Services,Mass Customer,No
Morgen,Newport,Female,5,31-08-1960,Project Manager,Manufacturing,Mass Customer,No
Eugenie,Brinson,Female,79,10-08-1963,Assistant Media Planner,Entertainment,Mass Customer,Yes
Reinold,Natt,Male,16,23-08-1964,Help Desk Technician,Financial Services,High Net Worth,Yes
Jo,Roberts,Female,41,31-10-1945,Paralegal,Financial Services,High Net Worth,Yes
Jacklin,Duchant,Female,77,18-03-1940,Legal Assistant,Argiculture,Mass Customer,No
Colas,Gabbitas,Male,98,09-09-1946,Staff Scientist,Retail,High Net Worth,No
Claudetta,Ricciardiello,Female,61,30-04-1974,Internal Auditor,Financial Services,Mass Customer,Yes
Angele,Cadore,Female,5,06-09-1954,Chief Design Engineer,,Mass Customer,Yes
Cicily,Hast,Female,63,26-04-1971,Food Chemist,Health,Affluent Customer,Yes
Harland,Messenger,Male,90,28-05-1974,Software Test Engineer I,Retail,Mass Customer,No
Sim,Constantinou,Male,91,09-08-1992,Analog Circuit Design manager,Property,Mass Customer,No
Shanon,Rolfe,Female,63,19-08-1941,Sales Representative,Retail,High Net Worth,No
